message,table
"[제주도] 제주지역 80번째 코로나19 확진자(해외 입국자, 28일 입도) 발생 blog.naver.com/happyjejudo ",PD
[인천광역시] 11.20(금) 22시~ 11.21(토) 03시 인천논현역 주변 이자카야(마이도) 방문자는 신분증 지참후 주소지 보건소에서 코로나19 검사바랍니다. ,PD
"[용산구청] 코로나 221~224번 확진자(4명) 발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog ",PD
[울산광역시] 코로나19 198번(남구) 확진자 발생. 역학조사 중입니다. ,PD
"[세종시청] 코로나19 확진자 1명 추가 발생. 100번(세종, 20대, 관악구511 접촉) 역학조사 중으로 동선 파악 후 시 홈페이지에 공개 예정입니다. ",PD
[청주시청] 코로나19 확진자 발생[청주 144번(청주 확진자 접촉)]. 동선은 역학조사를 거쳐 시 홈페이지와 블로그에 게시하겠습니다. ,PD
"[구로구청] 코로나19 확진자 3명 발생(270~272번),역학조사 후 동선공개, 구청블로그(홈페이지)참고바랍니다. blog.naver.com/digital9ro ",PD
[남동구청] 코로나19 추가 확진자 13명(노인요양시설 관련 확진자 접촉자) 발생. 자택 및 인근지역 방역소독 예정. reurl.kr/469D75FABY ,PD
"[송파구청]11.29(일) 19시30분 현재 코로나19 확진자 4명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다. ",PD
"[제주도] 서울시 확진자, 코로나19 확진 전(11/25~27) 2박3일 제주 여행 알림. blog.naver.com/happyjejudo ",PD
"[청주시청] 11.25(수) ""해오름 호프 (오창읍 장대리 소재)"" 방문자는 증상유무와 관계없이 보건소에서 코로나19 무료검사 받으시기 바랍니다. ",PD
"[익산시청]코로나19확진자 2명(익산84,85번) 발생/84번(대전광역시 거주, 고열로 원대병원 진료),85번(83번확진자 접촉자).현재 역학조사 및 동선파악중. ",PD
"[파주시청]연말 코로나19 예방은 사회활동 모임에서 가족에게 전염되니 모임취소가 최선입니다. 확진자1명(문산읍,해외입국->임시생활시설 입소) 동선없음. ",PD
[해남군청] 사람들이 많이 찾는 전통시장에서 코로나19 집단감염이 우려되므로 상인과 이용자는 마스크 착용 및 2시간마다 환기·소독 등 방역수칙 준수 바랍니다. ,PD
"[영광군청] 전국에서 코로나19 확진자 폭발적 증가, 친척·지인모임 및 타지역 방문 자제, 마스크 착용, 발열·기침 증상 있을 시 군 보건소에 상담바랍니다. ",PD
[제천시청]코로나19 추가 확진자 6명(제천시-58~63) 발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
"[평창군청]발열, 기침, 근육통, 구토, 설사 등 코로나 증상 발현 시 평창군 보건의료원 선별진료소에서 검사 받으세요(12.2까지 무료) ",PD
"[경주시청] 코로나19 검사결과 서라벌여중 학생, 교사 전원 음성입니다. ",PD
[울산광역시] 코로나19 199번(중구) 확진자 발생. 역학조사 중입니다. ,PD
"[철원군청] 코로나 철원 126~129번(갈말읍3, 동송읍1) 확진자 발생(자가격리 해제 전 검사). 이동동선 없습니다. http://www.cwg.go.kr ",PD
"[화성시청] 코로나19 227번(봉담읍) 확진자 발생. 격리병원 이송 및 자택·주변 등 소독예정, 세부내용 화성시 홈페이지 등 참조바랍니다. ",PD
[청주시청] 코로나19 확진자 5명 발생[청주 145~149번(청주 확진자 접촉)]. 동선은 역학조사를 거쳐 시 홈페이지와 블로그에 게시하겠습니다. ,PD
[익산시청] 코로나 확진자 1명 발생(익산86번). 역학조사 및 접촉자 검사 진행중입니다. 마스크 착용 등 철저한 방역수칙 준수 바랍니다. ,PD
"[경상북도청]코로나19 집단감염 예방 ▶동호회 등 각종 모임 자제 ▶단체 여행·식사 자제 ▶마스크 착용, 손씻기 등 개인방역수칙을 반드시 준수 하시기 바랍니다. ",PD
"[상주시청] 코로나19 확산 차단을 위해 타지역 방문 및 연말 행사, 모임 참석 자제를 부탁드립니다. 마스크 착용 등 방역수칙을 준수바랍니다. ",PD
[남해군청] 코로나19 안전지대는 없습니다. ▶외출·모임·회식 자제 ▶마스크 착용 생활화 ▶ 호흡기 유증상시 선별진료소 상담받기 꼭 실천바랍니다. ,PD
"[안성시청] 코로나19 확진자 1명 발생(죽산면), 역학조사 후 세부동선은 홈페이지에 공개하겠습니다. ",PD
"[파주시청]연말 코로나19 예방은 사회활동모임에서 가족에게 전염되니 모임취소가 최선입니다. 확진2명발생(조리읍1명,운정2동1명).동선공개예정 vo.la/sStRC ",PD
"[기장군]코로나19 확진자 급증. 식당, 카페, PC방, 노래연습장, 실내체육시설 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다. ",PD
[부평구청]코로나19 확진환자 1명 발생(타지역 확진환자 접촉). 역학조사 및 방역 완료. blog.naver.com/withbupyeong ,PD
"[청송군청] 코로나19 감염 예방을 위하여 각종 모임 자제, 타지역 방문 자제, 올바른 마스크 착용, 주기적 환기, 손 소독 등 방역수칙 준수바랍니다. ",PD
"[함양군청]코로나19 확진자 지속적 급증, 연말모임, 행사, 불필요한 외출은 최대한 자제하시고, 주기적 환기 및 소독 등 방역수칙을 준수하여 주시기 바랍니다. ",PD
"[하남시청] 11/30(월) 10시 기준 코로나19 확진자 2명 발생하여 알려드립니다. 블로그, 홈페이지 참조해주세요. c11.kr/jpwz ",PD
"[계양구청] 계양구 193, 194번 코로나19 확진환자 2명 발생. 역학조사 및 방역 중. blog.naver.com/gyeyang_gu ",PD
[남동구청] 코로나19 추가 확진자 2명(확진자 접촉자) 발생. 자택 및 인근지역 방역소독 예정. reurl.kr/46AD77ACMD ,PD
[제천시청]코로나19 추가 확진자 4명(제천-64~67) 발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
[강원도청] 도내 코로나19 유증상자 한시적 무료 선별검사!! (12월 2일까지) 발열 등 증상 있는 분은 시군 보건소 문의 후 선별진료소에서 검사 받으세요. ,PD
[경산경찰서] 코로나19를 빙자한 '저금리 전환대출 안내전화 또는 문자'는 보이스피싱일 가능성이 높으니 금융기관 또는 경찰관서에 확인바랍니다. ,PD
"[오산시청] 코로나19 92번 확진자(수청동 거주) 발생, 자택주변 소독 완료, 세부내용은 오산시 홈페이지 및 카카오톡 채널(오산시)을 참고하시기 바랍니다. ",PD
[포천시청] 코로나19 포천시 178번 확진자 발생(요양원 집단발생 관련 자가격리 해제 전 검사) 홈페이지 또는 블로그 참조 바랍니다. c11.kr/jpv6 ,PD
"[김천시청] 코로나19, 47번·48번 확진자 발생, 자가격리 중 양성판정, 관내 이동동선 없음. ",PD
"[강동구청]11.30.(월)10시기준 코로나19확진자3명 발생, 확진자경유지(보석사우나, 벌교꼬막)진행상황 안내. 홈페이지(c19.gd.go.kr) 참고바랍니다. ",PD
"[서산시청] 코로나19 서산51번(서울권 대학교 재학, 본가 방문중) 확진자 발생. 정밀역학조사 중. 자세한 사항은 다시 알려드리겠습니다. ",PD
[연수구청] 코로나19 확진자 1명 발생. 역학조사 후 이동경로 구청 홈페이지 및 SNS게시 예정 reurl.kr/3379A999Fv ,PD
"[영주시청]코로나19 검사를 받고 자가격리중인 시민들께서는 최종 검사결과 음성으로 판정시까지 외부활동은 불가하며, 반드시 자택에서 머물러 주시기 바랍니다. ",PD
"[영주시청]코로나19 자가격리자는 가족,지인등과 접촉금지등 자가격리 수칙을 준수하여야 하며, 자가격리 수칙 위반시 징역1년 또는 1천만원이하의 벌금이 부과됩니다. ",PD
[남양주시청] 남양주시 주민 6명 코로나19 확진. 방역사항은 홈페이지 참고 바랍니다. c11.kr/nyjc ,PD
"[파주시청]코로나19 가족간감염 예방위해 해외입국자는 조리소재 임시생활시설 이용요청.확진7명발생(파평1명,금촌2동1명,해외입국5명).동선공개 vo.la/sStRC ",PD
"[금산군청] 코로나19 금산 22, 23번 확진자 발생, 대전485번, 옥천10번 확진자의 접촉자이며, 역학조사 및 동선파악 후 홈페이지 공개하겠습니다. ",PD
[강서구청]확진자 동선안내. 11.22(일)~26(목) 스파존불가마사우나(강서로7길 28) 남탕 이용자는 코로나19 증상관계없이 강서구보건소 검사바랍니다. ,PD
"[화성시청] 코로나19 228번~232번(반송동) 확진자 5명 발생. 격리병원 이송 및 자택·주변 등 소독예정, 세부내용 화성시 홈페이지 등 참조바랍니다. ",PD
"[보은군청] 전국적으로 코로나19가 급속히 확산중입니다. 타지역 방문과 모임, 회식, 외출을 자제하고, 실내외에서 항상 마스크 착용 등 방역수칙을 준수바랍니다. ",PD
[제천시청]코로나19 추가 확진자 4명(제천시-68~71) 발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
"[아산시청] 코로나19 아산 143번(자가격리 중 양성 판정) 확진자 발생, 역학조사 및 방역 등 관련조치 시행중입니다. ",PD
"[의정부시청]코로나19 확진자 2명 발생(354~355) 동선 등은 시 홈페이지 및 블로그 공개 예정, https://c11.kr/joao 참고 바랍니다. ",PD
[완도군청]코로나19 예방위해 관내 모든 시설·업소 방문시▲마스크 쓰기▲발열체크▲출입명부 작성▲손 소독▲거리두기 등 '생활방역수칙' 을 지속 실천·협조 바랍니다. ,PD
[경주시청]12월1일(화)0시부터 사회적 거리두기가 1.5단계로 격상됩니다. 코로나19가 지역사회에 확산되는 엄중한 시기이니 철저한 방역수칙 준수를 당부드립니다. ,PD
"[부산시]11.30[월]11시 기준 부산 코로나 신규확진자26명[해운대구9,동래구9,북구3,부산진1,남구1,사하구1,동구1,서구1]입니다. 방역수칙준수바랍니다. ",PD
"[강진군청] 코로나19 감염병 예방을 위해 마스크착용,손씻기,거리두기,음식물덜어먹기,환기.소독 등 방역수칙 준수 하시고,타지역 방문 자제바랍니다. ",PD
[세종시청] 코로나19 타지역 확진자(대전시 493번) 동선 발생. 이동동선은 시 홈페이지에 게시하였으니 참고하시기 바랍니다. ,PD
[관악구청] 코로나 확진자 6명 발생 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu ,PD
"[전주시청]3-3.기타사항은 시청홈페이지(jeonju.go.kr)참고바라며, 다시한번 코로나19확산방지를 위해 시민여러분의 힘을 모아주십시오. ",PD
"[고양시청]코로나19 확진자 5명 발생▶696~700번(덕양구1명,일산서구4명)[카카오톡 고양시 채널] https://han.gl/iMmgw 참조 바랍니다. ",PD
"[순창군청] 코로나19 감염자 없는 청정순창을 위해 각종 모임·종교 및 동호회 활동 최대한 자제, 방역수칙 준수 바랍니다. ",PD
[원주시청] 12월1일 0시부터 원주시 사회적 거리두기가 2단계로 격상됩니다. 코로나 확산방지를 위해 다중이용시설 방역수칙 준수 및 올바른 마스크 착용 바랍니다. ,PD
[철원군청] 12월1일 00시부터 철원군 사회적거리두기가 2단계로 격상됩니다. 코로나 확산방지를 위해 다중이용시설 방역수칙준수 및 올바른 마스크 착용 바랍니다. ,PD
"[인천광역시]수도권거리두기 2단계가 적용중임에도 지역내 코로나19 감염이 계속되고 있습니다. 3밀 환경을 피하고, 접촉 등을 통한 감염의심시 신속 검사 바랍니다. ",PD
"[평택시]코로나19,12.1.00시~12.7.24시 수도권2단계 강화된방역조치시행/10인이상 사적모임자제/목욕탕내한증막운영중지/아파트내헬스장등 편의시설운영중단 등 ",PD
"[서대문구청]코로나19. 258~260번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory ",PD
[영등포구청] 코로나 확진자 5명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr ,PD
"[남동구청] 코로나19 추가 확진자 3명(확진자 접촉자 2명, 유증상자 1명) 발생. 자택 및 인근지역 방역소독 예정. reurl.kr/46AD7B1EVU ",PD
"[부천시청]코로나19확진자 7명발생[상동2,중동,신중동,괴안동,인천부개동,인천서창동] 인근지역방역소독완료 blog.naver.com/bucheon-city ",PD
[화천군청] 12월 1일 00시부터 화천군 사회적 거리두기가 1.5단계로 격상됩니다. 코로나 확산 방지를 위해 모임 자제 등 방역수칙을 준수하여 주시기 바랍니다. ,PD
"[용산구청]코로나 225~227번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog ",PD
"[송파구청]11.30(월) 18시30분 현재 코로나19 확진자 7명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다. ",PD
"[구로구청]코로나19 확진자 5명 발생(273~277번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro ",PD
[인천광역시]수능응시자는 코로나19에 감염되지 않도록 주의바라며 응시자중 확진 또는 자가격리 판정시 교육청 및 군구담당자에 알리고 필요한 조치를 안내받기 바랍니다 ,PD
[남양주시청] 11.30.(월) 남양주시 주민 2명 코로나19 추가 확진. 방역사항은 홈페이지 참고 바랍니다. c11.kr/nyjc ,PD
[청주시청]코로나19 확진자 발생[청주 150번(청주 확진자 접촉)]. 동선은 역학조사를 거쳐 시 홈페이지와 블로그에 게시하겠습니다. ,PD
"[평택시청]코로나19, 미군351-354번 확진자발생.상세한 내용은 평택시청 블로그를 참고하세요 blog.naver.com/pt_story/222158656557 ",PD
"[아산시청]코로나19 아산 144번(세종시 거주자, 세종86번의 보호자 아산생활지료센터 내부 접촉) 확진자 발생, 퇴소 전 양성판정으로 동선 및 접촉자 없음. ",PD
[청주시청] 코로나19 확진자 발생[청주 151번(제천 확진자 접촉)]. 동선은 역학조사를 거쳐 시 홈페이지와 블로그에 게시하겠습니다. ,PD
[서산시청] 코로나19 서산 52번(서산 51번 확진자 접촉자) 확진자 발생. 정밀역학조사 중. 자세한 사항은 다시 알려드리겠습니다. ,PD
"[부천시청] 코로나19 확진자 3명 발생[상동 1명, 원미동 1명, 광명시 소하동 1명] 인근지역 방역소독완료 blog.naver.com/bucheon-city ",PD
[파주시청]연말 코로나19 예방은 사회활동모임에서 가족에게 전염되니 모임취소가 최선입니다. 확진자 2명발생(조리읍). 동선 조사 후 공개예정 vo.la/sStRC ,PD
"[서산시청] 코로나19 11월 30일, 오전 확진자 이동동선은 시 홈페이지 및 페이스북에서 확인가능 ▶방문장소 방역소독 완료 ▶방역수칙 준수 바랍니다. ",PD
"[익산시청]코로나19확진자 4명(익산87,88,89,90번)발생/87,88,89번(자가격리중확진, 이동동선 없음),90번(익산86번확진자접촉자).현재 역학조사중. ",PD
[포천시청] 코로나19 포천시 179번 확진자 발생(영중면 거주/자가격리자) 요양원 관련 접촉자 홈페이지 또는 블로그 참조 바랍니다. c11.kr/jqsw ,PD
"[세종시청] 코로나19 확진자 2명 추가 발생. 101~102번(세종, 20대, 50대) 역학조사 중으로 동선 파악후 시 홈페이지에 공개 예정입니다. ",PD
"[제주도] 제주 81번째 코로나 19 확진자(해외입국자, 30일 입도) 발생. blog.naver.com/happyjejudo ",PD
"[증평군청] 전국적으로 코로나19가 급속히 확산중입니다. 타지역 방문과 모임·회식·외출을 자제하고, 실내외에서 항상 마스크 착용 등 방역수칙을 준수바랍니다. ",PD
"[서산시청] 코로나19 서산 51번 확진자의 가족 3명, 예방적 검사 지인 4명 모두 음성. 심층역학조사 중입니다. 자세한 사항은 다시 알려드리겠습니다. ",PD
"[철원군청] 코로나 철원 130번(갈말읍) 확진자 발생(요양원 관련, 격리 중 추가검사 확진). 이동동선 없습니다. http://www.cwg.go.kr ",PD
"[서산시청] 코로나19 서산52번 확진자의가족(동문초,석림중 학생포함) 4명, 지인 4명 모두 음성. 이동동선 방역소독완료. 자세한 사항은 다시 알려드리겠습니다. ",PD
[제천시청]코로나19 추가 확진자 1명(제천시-72)발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
[인제군청] 인제군 코로나19 확진자 발생(36번:남면 소재 군부대 병사/홍천군 43번 접촉자/자가격리 중 확진) 주민여러분은 방역준수 바랍니다. ,PD
"[남해군청] 코로나19 방역의 주체는 내 자신입니다./ 청정 남해와 가족을 지킬 수 있는 방역수칙 마스크 쓰기, 손씻기, 모임ㆍ외출 자제, 거리두기 실천바랍니다. ",PD
[연수구청] 코로나19 확진자 1명 발생. 역학조사 후 이동경로 구청 홈페이지 및 SNS게시 예정 reurl.kr/3379A999Fv ,PD
"[순창군청] 코로나19 예방을 위하여 마스크 착용은 필수, 집에 머물기 실천, 다중이용시설 자제, 타지역 방문 안하기, 외부인 접촉 최소화 바랍니다. ",PD
"[평창군청] 발열, 기침, 근육통, 구토, 설사 등 코로나 증상 의심 시 평창군 보건의료원 선별진료소에서 검사 받으세요.(12.2.까지 무료) ",PD
"[원주시청]확진자 발생(236번).방역소독 및 역학조사 중입니다. 코로나19를 이겨내기 위해 마스크를 꼭 착용하여 주시고, 연말 모임을 자제하여 주시기 바랍니다. ",PD
"[익산시청]코로나19확진자6명(익산91,92,93,94,95,96번)발생/91번(역학조사 및 동선파악중), 92,93,94,95,96번(익산77번확진자 접촉자). ",PD
[성동구청] 11/23~11/28 김동환이비인후과(행당로1) 방문자는 금일중 가까운 보건소에서 코로나19 검사를 받으시기 바랍니다(02-2286-7172) ,PD
"[임실군청] 최근 도내 코로나19 확진자가 증가하고 있으니 소모임,행사,회식 및 타지역 방문을 자제하여 주시고, 마스크 착용 등 방역수칙을 철저히 준수 바랍니다. ",PD
"[기장군]코로나19 확진자 급증. 식당, 카페, PC방, 노래연습장, 실내체육시설 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다. ",PD
[남양주시청] 11.30.(월) 남양주시 주민 3명 코로나19 추가 확진. 방역사항은 홈페이지 참고 바랍니다. c11.kr/nyjc ,PD
[진주시청] 코로나19 증상과 독감 증상이 아주 유사합니다. 모든 시민들께서는 독감 접종을 하셔서 코로나 방역에 적극 협조해 주시기 바랍니다. ,PD
[제천시청] 코로나19 추가 확진자 8명(제천시-73~80)발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
[부평구청]코로나19 확진환자 1명 발생(감염경로 파악중). 역학조사 완료 및 방역 예정. blog.naver.com/withbupyeong ,PD
"[하남시청] 12/01(화) 하남 코로나19 확진자 3명 발생알림 및 6명 역학조사결과 알려드립니다. 블로그, 홈페이지 참조해주세요. c11.kr/jr55 ",PD
[강원도청] 도내 코로나19 유증상자 한시적 무료 선별검사!! (12월 2일까지) 발열 등 증상 있는 분은 시군 보건소 문의 후 선별진료소에서 검사 받으세요. ,PD
[해남군청]코로나19 확진자 관내 동선 관련▶방문식당 종사자 및 이용자 검사결과 전원 음성▶해당 업소 소독조치 완료▶마스크 착용과 주기적으로 실내 환기 바랍니다. ,PD
[경주시청] 11월15일(일)∼11월28일(토) 가야금병창전수회관(양정로 37번길 8) 방문자는 보건소를 방문하여 코로나19 검사를 받으시기 바랍니다. ,PD
[중대본]수험생 여러분 12.2일은 보건소가 밤10시까지 운영되므로 코로나19 의심 증상으로 검사가 필요한 수험생은 반드시 보건소에서 진단검사를 받으시기 바랍니다 ,PD
[연수구청] 코로나19 확진자 2명 발생. 역학조사 후 이동경로 구청 홈페이지 및 SNS게시 예정 reurl.kr/3379A999Fv ,PD
"[함양군청] 코로나 전국적 감염세, 마스크를 벗으면 누구나 언제든지 감염될 수 있습니다. 다중이용시설, 감염위험이 높은지역 방문을 최대한 자제해 주시기 바랍니다. ",PD
"[남동구청]코로나19 추가 확진자 9명(유증상자 2명, 자가격리자 2명, 확진자 접촉자 5명) 발생. 인근지역 방역소독 예정. reurl.kr/4B1D7DA6BR ",PD
"[철원군청] 코로나 철원 131번(갈말읍) 확진자 발생(군 장병, 자가격리 중 추가검사 확진). 이동동선 없습니다. http://www.cwg.go.kr ",PD
[구리시청]코로나19 확진자 1명 발생. 방역소독 및 심층역학조사 진행중입니다. 마스크 상시 착용 및 방역수칙 준수바랍니다 eguri.kr/222159300456 ,PD
"[강동구청]12.1.(화) 10시 기준 코로나19 확진자 8명 발생, 확진자 8명 역학조사 결과 안내. 세부내용 홈페이지(c19.gd.go.kr) 참고바랍니다. ",PD
"[화천군청] 화천읍 대동목욕탕 관련, 코로나19 검사자 전원 음성임을 알려드립니다. ",PD
"[아산시청] 코로나19 아산 145번(자가격리 중 양성판정), 아산146번 발생. 역학조사 및 방역소독 등 후속조치 시행중입니다. ",PD
"[양평군청] 코로나19 확진자 발생(양평군 113번), 현재 역학조사중으로 결과는 추후 홈페이지 공개 예정이며 개인 위생수칙을 준수하여 주시기 바랍니다. ",PD
"[사상구청] 코로나19 확진자 급증. 이동을 자제하여 주시고, 마스크 착용, 출입명부 작성 등 방역수칙을 준수하시기 바랍니다. ",PD
"[평택시청]코로나19, 평택시160번 확진자(고덕면/외국인)발생,11.30검사/12.1확진, 역학조사 후 상세한 내용은 홈페이지 및 SNS 등에 공개예정입니다. ",PD
"[울산광역시] 코로나19 208번(북구, 경남 확진자 접촉), 209번(북구) 확진자 발생. 역학조사 중입니다. ",PD
"[김천시청] 코로나19, 49번 확진자 발생, 자가격리 중 양성판정, 관내 이동동선 없음. ",PD
"[청주시청] 코로나19 확산 예방을 위해 타지역 방문이나 행사·모임·외출을 삼가고, 마스크 상시 착용, 손 씻기, 환기 등 방역수칙 이행 바랍니다. ",PD
"[파주시청]연말 코로나19 예방은 사회활동모임에서 가족에게 전염되니 모임취소가 최선입니다.확진2명 발생(문산읍1명,운정3동1명).동선공개예정 vo.la/sStRC ",PD
"[화천군청] 코로나19 의심증상(발열, 기침, 두통, 근육통 등)이 있으신 분은 병원 또는 약국 방문 전 보건의료원과 전화 상담하시기 바랍니다 (440-2816) ",PD
[대구광역시] 일상생활과 밀접한 곳에서 코로나19 감염이 증가하고 있습니다. 사적 모임·행사를 자제 또는 취소하고 타지역 거주자와 접촉·방문 자제를 부탁드립니다. ,PD
"[포천시청] 코로나19 포천시 180번 확진자 발생(무증상자, 심층 역학 조사중) 요양원 관련 접촉자 홈페이지 또는 블로그 참조 바랍니다. c11.kr/jr7o ",PD
"[동래구청]동래구 코로나19 확진자 2명 추가발생.동선은 역학조사중입니다.사회적 거리두기,마스크 착용등 철저한 방역수칙 준수 바랍니다. ",PD
"[경상북도청] 코로나19 확산방지를 위해 ▶불필요한 모임 및 외출 자제 ▶발열, 호흡기 증상 시 외출하지 않기 ▶다중시설 방문 시 개인방역수칙 준수 바랍니다. ",PD
"[부산시] 12.1(화) 부산 코로나19 신규확진자 47명(사상26,해운대7,부산진4,동3,동래3,강서2,기타2)입니다. 마스크 착용 등 방역수칙 준수바랍니다. ",PD
[제천시청]코로나19 추가 확진자 1명(제천시-81)발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
"[화성시청] 학교,학원,어린이집내 코로나19 확산방지를 위해 발열,기침등 증상발현 아동의 보호자는 등교,등원을 자제시키고 ☎1339에 연락, 상담 받으시기 바람 ",PD
"[의정부시청]코로나19 확진자 3명 발생(356~358) 동선 등은 시 홈페이지 및 블로그 공개 예정, https://c11.kr/joao 참고 바랍니다. ",PD
"[안성시청] 안성시 코로나19 확진자 발생(부산광역시), 역학조사 후 세부동선은 홈페이지에 공개하겠습니다. ",PD
"[목포시청] 코로나19 직장동료, 가족, 학교, 학원 등으로 전파 감염중▲모임 및 외출자제▲마스크 착용▲증상 발현 시 선별진료소 검사 바랍니다. ",PD
"[남원시]일상생활과 밀접한 곳에서 코로나19 감염이 증가하고 있습니다. 사적모임,행사를 자제 또는 취소하고 타지역 거주자와 접촉자제를 부탁드립니다. ",PD
[관악구청] 코로나 확진자 10명 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu ,PD
"[제천시청]제천시에서는 발열, 기침, 인후통, 근육통 등 코로나19 유증상자에 대해 무료검사를 실시중이오니, 유증상자께서는 보건소에서 검사를 받으시기 바랍니다. ",PD
[울산광역시] 코로나19 210번(동구) 확진자 발생. 역학조사 중입니다. ,PD
"[합천군청]금번 합천군 관내 코로나 확진자 발생이후 현재까지 접촉자, 동선노출자 검사결과 전원 이상없음 / 마스크 착용, 방역수칙 준수를 생활화 하시기 바랍니다. ",PD
"[강릉시청] 코로나19 강릉 34번, 35번 발생, 역학조사중, 조사 후 동선 즉시 공개예정, 대규모 확산이 우려되오니 외출 및 모임을 자제하여 주시기 바랍니다 ",PD
"[영주시청]코로나19 자가격리 중 양성진단 사례가 있으니, 최종 검사결과 음성으로 판정시까지 외부활동은 불가하며, 반드시 자택에서 머물러 주시기 바랍니다. ",PD
"[세종시청] 코로나19 확진자 1명 추가 발생. 103번(98번 가족, 50대) 자가격리 중 확진으로 이동동선은 없습니다. ",PD
"[부천시청]코로나19 확진자 8명발생[신중동2,범박동,중동,소사본동,상동,인천십정동,서울화곡동]인근지역방역완료 blog.naver.com/bucheon-city ",PD
"[영월군청] 원주, 제천 코로나19 감염확산. 외지출타 자제, 마스크 쓰기, 집단모임 중지가 최고의 방역입니다. ",PD
"[아산시청] 코로나19 아산 147,148번(해외입국자, 자가격리 중 양성판정) 확진자 발생, 역학조사 및 방역조치 등 후속조치 시행중입니다. ",PD
"[제주도] 제주 82번째 코로나19 확진자 발생(인천지역 거주자, 11.29.입도) blog.naver.com/happyjejudo ",PD
"[남동구청] 코로나19 추가 확진자 4명(확진자 접촉자 3명, 유증상자 1명) 발생. 자택 및 인근지역 방역소독 예정. reurl.kr/4B1D80AEXO ",PD
[제천시청]코로나19 추가 확진자 1명(제천시-82)발생. 현재 역학조사 진행 중으로 동선 파악 후 제천시 홈페이지에 즉시 공개하도록 하겠습니다. ,PD
"[고양시청] 코로나19 확진자 18명 발생▶701~718번(덕양구11,일산동구5,일산서구2명) https://han.gl/iMmgw 참조 바랍니다. ",PD
[순천시청] 11.30. 어제 코로나19 선별 검사한 434건 검사 결과 1건(순천173번) 외 모두 음성입니다. ,PD
[영등포구청] 코로나 확진자 5명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr ,PD
"[서대문구청]코로나19. 261~269번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다 blog.naver.com/sdmstory ",PD
"[강화군청]수도권거리두기2단계 중에도 우리군 코로나감염위험이 지속되고 있습니다. 발열,기침 증상시 카페,팬션 등 방문을 자제하시고 신속히 검사하시기 바랍니다. ",PD
"[용산구청]코로나 228~234번 확진자(7명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog ",PD
"[구로구청] 코로나19 확진자 3명 발생(278~280번)역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro ",PD
[포천시청] 포천시 코로나19 타지역 20번 확진자 발생 접촉자 동선은 역학조사 중 홈페이지 또는 블로그 참조 바랍니다. c11.kr/jrtw ,PD
[남양주시청] 12.01.(화) 남양주시 주민 1명 코로나19 확진. 방역사항은 홈페이지 참고 바랍니다. c11.kr/nyjc ,PD
"[의정부시청]코로나19 확진자 1명 발생(359번)동선 등은 시 홈페이지 및 블로그 공개예정, https://c11.kr/joao 참고 바랍니다. ",PD
"[오산시청] 코로나19 93번 확진자(11.10 타의료원 전원), 94번 확진자(갈곶동) 발생, 세부내용은 시 홈페이지 및 카카오톡 채널(오산시)을 참고바랍니다. ",PD
"[송파구청]12. 1.(화) 19시30분 현재 코로나19 확진자 13명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다. ",PD
"[제주도]제주 학술발표대회(11.26~27 표선면 소재 소노캄) 참석자 1명, 서울지역서 코로나19 확진. blog.naver.com/happyjejudo ",PD
